Field ID,Description,Category,Type
2257,Hearing difficulty/problems with background noise,Hearing,
4849,Hearing test done,Hearing test,
12673,Heart rate during PWA,Pulse wave analysis,
6140,Heating type(s) in home,Household,
3085,"Heel Broadband ultrasound attenuation (BUA), manual entry",Bone-densitometry of heel,
3144,"Heel Broadband ultrasound attenuation, direct entry",Bone-densitometry of heel,
3148,Heel bone mineral density (BMD),Bone-densitometry of heel,
4105,Heel bone mineral density (BMD) (left),Bone-densitometry of heel,
4124,Heel bone mineral density (BMD) (right),Bone-densitometry of heel,
78,"Heel bone mineral density (BMD) T-score, automated",Bone-densitometry of heel,
4106,"Heel bone mineral density (BMD) T-score, automated (left)",Bone-densitometry of heel,
4125,"Heel bone mineral density (BMD) T-score, automated (right)",Bone-densitometry of heel,
4138,"Heel bone mineral density (BMD) T-score, manual entry (left)",Bone-densitometry of heel,
4143,"Heel bone mineral density (BMD) T-score, manual entry (right)",Bone-densitometry of heel,
3084,"Heel bone mineral density (BMD), manual entry",Bone-densitometry of heel,
4140,"Heel bone mineral density (BMD), manual entry (left)",Bone-densitometry of heel,
4145,"Heel bone mineral density (BMD), manual entry (right)",Bone-densitometry of heel,
77,"Heel bone ultrasound T-score, manual entry",Bone-densitometry of heel,
4141,"Heel broadband ultrasound attenuation (BUA), manual entry (left)",Bone-densitometry of heel,
4146,"Heel broadband ultrasound attenuation (BUA), manual entry (right)",Bone-densitometry of heel,
4101,Heel broadband ultrasound attenuation (left),Bone-densitometry of heel,
4120,Heel broadband ultrasound attenuation (right),Bone-densitometry of heel,
3147,"Heel quantitative ultrasound index (QUI), direct entry",Bone-densitometry of heel,
4104,"Heel quantitative ultrasound index (QUI), direct entry (left)",Bone-densitometry of heel,
4123,"Heel quantitative ultrasound index (QUI), direct entry (right)",Bone-densitometry of heel,
3083,"Heel quantitative ultrasound index (QUI), manual entry",Bone-densitometry of heel,
4139,"Heel quantitative ultrasound index (QUI), manual entry (left)",Bone-densitometry of heel,
4144,"Heel quantitative ultrasound index (QUI), manual entry (right)",Bone-densitometry of heel,
45,Heel ultrasound device id,Bone-densitometry of heel,
19,Heel ultrasound method,Bone-densitometry of heel,
4092,Heel ultrasound method (left),Bone-densitometry of heel,
4095,Heel ultrasound method (right),Bone-densitometry of heel,
12144,Height,Body size measures,
39,Height measure device ID,Body size measures,
23652,High Lactate,NMR metabolomics processing,
23653,High Pyruvate,NMR metabolomics processing,
30300,High light scatter reticulocyte count,Blood count,
30304,High light scatter reticulocyte count acquisition route,Blood count processing,
30302,High light scatter reticulocyte count acquisition time,Blood count processing,
30303,High light scatter reticulocyte count device ID,Blood count processing,
30301,High light scatter reticulocyte count freeze-thaw cycles,Blood count processing,
30290,High light scatter reticulocyte percentage,Blood count,
30294,High light scatter reticulocyte percentage acquisition route,Blood count processing,
30292,High light scatter reticulocyte percentage acquisition time,Blood count processing,
30293,High light scatter reticulocyte percentage device ID,Blood count processing,
30291,High light scatter reticulocyte percentage freeze-thaw cycles,Blood count processing,
49,Hip circumference,Body size measures,
3414,Hip pain for 3+ months,Pain,
23463,Histidine,NMR metabolomics,
23763,"Histidine, QC Flag",NMR metabolomics QC indicators,
4295,History of attempts,Prospective memory,
20118,Home area population density - urban or rural,Reception,
20033,Home location at assessment - east co-ordinate,Reception,#
20074,Home location at assessment - east co-ordinate (rounded),Reception,
20034,Home location at assessment - north co-ordinate,Reception,#
20075,Home location at assessment - north co-ordinate (rounded),Reception,
1518,Hot drink temperature,Diet,
6141,How are people in household related to participant,Household,
23010,IE1A antigen for Human Herpesvirus-6,Infectious Disease Antigens,
23011,IE1B antigen for Human Herpesvirus-6,Infectious Disease Antigens,
30770,IGF-1,Blood biochemistry,
30772,IGF-1 aliquot,Blood biochemistry processing,
30771,IGF-1 assay date,Blood biochemistry processing,
30773,IGF-1 correction level,Blood biochemistry processing,
30774,IGF-1 correction reason,Blood biochemistry processing,
30775,IGF-1 missing reason,Blood biochemistry processing,
30776,IGF-1 reportability,Blood biochemistry processing,
22032,IPAQ activity group,MET Scores,
12658,Identifier for 12-lead ECG device,"ECG at rest, 12-lead",
12624,Identifier for blood pressure device,Heart MRI,
6145,"Illness, injury, bereavement, stress in last 2 years",Mental health,
10721,"Illness, injury, bereavement, stress in last 2 years (pilot)",Mental health,
20112,Illnesses of adopted father,Family history,
20113,Illnesses of adopted mother,Family history,
20114,Illnesses of adopted siblings,Family history,
20107,Illnesses of father,Family history,
20110,Illnesses of mother,Family history,
20111,Illnesses of siblings,Family history,
21761,Imaging screening authorisation,Process authorisation,
21661,Imaging screening duration,Process durations,
21861,Imaging screening sign-off timestamp,Process completion times,
30280,Immature reticulocyte fraction,Blood count,
30284,Immature reticulocyte fraction acquisition route,Blood count processing,
30282,Immature reticulocyte fraction acquisition time,Blood count processing,
30283,Immature reticulocyte fraction device ID,Blood count processing,
30281,Immature reticulocyte fraction freeze-thaw cycles,Blood count processing,
43,Impedance device ID,Body composition by impedance,
23110,Impedance of arm (left),Body composition by impedance,
23109,Impedance of arm (right),Body composition by impedance,
6222,"Impedance of arm, manual entry (left)",Body composition by impedance,
6221,"Impedance of arm, manual entry (right)",Body composition by impedance,
23108,Impedance of leg (left),Body composition by impedance,
23107,Impedance of leg (right),Body composition by impedance,
6220,"Impedance of leg, manual entry (left)",Body composition by impedance,
6219,"Impedance of leg, manual entry (right)",Body composition by impedance,
23106,Impedance of whole body,Body composition by impedance,
6218,"Impedance of whole body, manual entry",Body composition by impedance,
25921,Increased search space in eddy current estimation used for dMRI,Diffusion brain MRI,
401,Index for card A in round,Reaction time,
10139,Index for card A in round (pilot),Reaction time,
402,Index for card B in round,Reaction time,
10140,Index for card B in round (pilot),Reaction time,
5276,Index of best refractometry result (left),Autorefraction,
5221,Index of best refractometry result (right),Autorefraction,
25927,Intensity scaling for SWI,Susceptibility weighted brain MRI,
25925,Intensity scaling for T1,T1 structural brain MRI,
25926,Intensity scaling for T2_FLAIR,T2-weighted brain MRI,
25928,Intensity scaling for dMRI,Diffusion brain MRI,
25929,Intensity scaling for rfMRI,Resting functional brain MRI,
25930,Intensity scaling for tfMRI,Task functional brain MRI,
10105,Internet user (pilot),Electronic device use,
20007,Interpolated Age of participant when cancer first diagnosed,Medical conditions,
20009,Interpolated Age of participant when non-cancer illness first diagnosed,Medical conditions,
20011,Interpolated Age of participant when operation took place,Operations,
20006,Interpolated Year when cancer first diagnosed,Medical conditions,
20008,Interpolated Year when non-cancer illness first diagnosed,Medical conditions,
20010,Interpolated Year when operation took place,Operations,
6773,Interval between previous point and current one in alphanumeric path (trail #2),Trail making,
6772,Interval between previous point and current one in numeric path (trail #1),Trail making,
5196,Intra-ocular pressure (IOP) method (left),Intraocular pressure,
5194,Intra-ocular pressure (IOP) method (right),Intraocular pressure,
5261,Intra-ocular pressure device ID (left),Intraocular pressure,
5253,Intra-ocular pressure device ID (right),Intraocular pressure,
5263,"Intra-ocular pressure, Goldmann-correlated (left)",Intraocular pressure,
5255,"Intra-ocular pressure, Goldmann-correlated (right)",Intraocular pressure,
5262,"Intra-ocular pressure, corneal-compensated (left)",Intraocular pressure,
5254,"Intra-ocular pressure, corneal-compensated (right)",Intraocular pressure,
25735,Inverted contrast-to-noise ratio in T1,T1 structural brain MRI,
25734,Inverted signal-to-noise ratio in T1,T1 structural brain MRI,
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,Resting functional brain MRI,
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,Resting functional brain MRI,
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,Task functional brain MRI,
110003,"Invitation to assessment centre, acceptance",Recruitment,
110008,"Invitation to assessment centre, date sent",Recruitment,
1940,Irritability,Mental health,
23465,Isoleucine,NMR metabolomics,
23765,"Isoleucine, QC Flag",NMR metabolomics QC indicators,
6332,Item selected for each puzzle,Matrix pattern completion,
23027,JC VP1 antigen for Human Polyomavirus JCV,Infectious Disease Antigens,
23066,JCV seropositivity for Human Polyomavirus JCV,Infectious Diseases,
20277,Job code at visit,Employment,
132,Job code at visit - entered,Employment,#
816,Job involves heavy manual or physical work,Employment,
806,Job involves mainly walking or standing,Employment,
3426,Job involves night shift work,Employment,
826,Job involves shift work,Employment,
23015,K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus,Infectious Disease Antigens,
23059,KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus,Infectious Diseases,
4257,Keystroke history,Numeric memory,
4238,Keystroke history (left),Hearing test,
4248,Keystroke history (right),Hearing test,
20243,Kidney Imaging - T1 ShMOLLI - DICOM,Kidney MRI,‡
20265,Kidney Imaging - T2 haste - DICOM,Kidney MRI,‡
20264,Kidney Imaging - gradient echo - DICOM,Kidney MRI,‡
20267,Kidney imaging - T2 Vibe - DICOM,Kidney MRI,‡
3773,Knee pain for 3+ months,Pain,
23029,L1 antigen for Human Papillomavirus type-16,Infectious Disease Antigens,
23032,L1 antigen for Human Papillomavirus type-18,Infectious Disease Antigens,
23203,L1-L4 BMC (bone mineral content),"Bone size, mineral and density by DXA",
23204,L1-L4 BMD (bone mineral density),"Bone size, mineral and density by DXA",
23205,L1-L4 BMD (bone mineral density) T-score,"Bone size, mineral and density by DXA",
23200,L1-L4 area,"Bone size, mineral and density by DXA",
23201,L1-L4 average height,"Bone size, mineral and density by DXA",
23202,L1-L4 average width,"Bone size, mineral and density by DXA",
24113,LA ejection fraction,Cardiac and aortic function,*
24110,LA maximum volume,Cardiac and aortic function,*
24111,LA minimum volume,Cardiac and aortic function,*
24112,LA stroke volume,Cardiac and aortic function,*
23014,LANA antigen for Kaposi's Sarcoma-Associated Herpesvirus,Infectious Disease Antigens,
23405,LDL Cholesterol,NMR metabolomics,
23705,"LDL Cholesterol, QC Flag",NMR metabolomics QC indicators,
30780,LDL direct,Blood biochemistry,
30782,LDL direct aliquot,Blood biochemistry processing,
30781,LDL direct assay date,Blood biochemistry processing,
30783,LDL direct correction level,Blood biochemistry processing,
30784,LDL direct correction reason,Blood biochemistry processing,
30785,LDL direct missing reason,Blood biochemistry processing,
30786,LDL direct reportability,Blood biochemistry processing,
24104,LV cardiac output,Cardiac and aortic function,*
24141,LV circumferential strain AHA 1,Cardiac and aortic function,*
24150,LV circumferential strain AHA 10,Cardiac and aortic function,*
24151,LV circumferential strain AHA 11,Cardiac and aortic function,*
24152,LV circumferential strain AHA 12,Cardiac and aortic function,*
24153,LV circumferential strain AHA 13,Cardiac and aortic function,*
24154,LV circumferential strain AHA 14,Cardiac and aortic function,*
24155,LV circumferential strain AHA 15,Cardiac and aortic function,*
24156,LV circumferential strain AHA 16,Cardiac and aortic function,*
24142,LV circumferential strain AHA 2,Cardiac and aortic function,*
24143,LV circumferential strain AHA 3,Cardiac and aortic function,*
24144,LV circumferential strain AHA 4,Cardiac and aortic function,*
24145,LV circumferential strain AHA 5,Cardiac and aortic function,*
24146,LV circumferential strain AHA 6,Cardiac and aortic function,*
24147,LV circumferential strain AHA 7,Cardiac and aortic function,*
24148,LV circumferential strain AHA 8,Cardiac and aortic function,*
24149,LV circumferential strain AHA 9,Cardiac and aortic function,*
24157,LV circumferential strain global,Cardiac and aortic function,*
22420,LV ejection fraction,Left ventricular size and function,
24103,LV ejection fraction,Cardiac and aortic function,*
22421,LV end diastolic volume,Left ventricular size and function,
24100,LV end diastolic volume,Cardiac and aortic function,*
